,Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
1682,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-17,62728,11441,118
1683,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-18,63387,11802,122
1684,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-19,62632,12069,123
1685,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-20,57962,12428,126
1686,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-21,56310,12894,128
1687,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-22,59794,13302,133
1688,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-23,69308,13595,139
1689,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-24,75584,13950,145
1690,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-25,64084,14403,155
1691,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-26,75619,14935,161
1692,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-27,51966,15303,167
1693,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-28,56712,15582,176
1694,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-29,61459,16298,189
1695,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-30,66205,16903,196
1696,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-07-31,57189,17280,201
1697,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-01,48174,17895,208
1698,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-02,39158,18318,221
1699,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-03,40529,18730,232
1700,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-04,94706,19445,247
1701,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-05,70464,19890,255
1702,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-06,80008,20272,266
1703,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-07,91937,20698,278
1704,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-08,40197,21084,295
1705,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-09,93191,21397,313
1706,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-10,61132,21713,331
1707,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-11,61626,22127,352
1708,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-12,61172,22358,361
1709,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-13,68441,22742,375
1710,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-14,70629,23035,379
1711,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-15,63370,23287,396
1712,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-16,53774,23558,421
1713,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-17,38539,23773,438
1714,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-18,44516,23989,450
1715,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-19,59882,24236,463
1716,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-20,68336,24407,472
1717,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-21,64114,24602,485
1718,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-22,59892,24811,502
1719,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-23,55669,24915,517
1720,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-24,51447,25053,525
1721,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-25,56675,25204,549
1722,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-26,71703,25322,572
1723,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-27,86268,25448,583
1724,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-28,76257,25547,600
1725,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-29,66246,25670,611
1726,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-30,56235,25746,652
1727,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-08-31,46224,25819,657
1728,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-01,41344,25923,663
1729,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-02,63998,26049,678
1730,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-03,70983,26136,737
1731,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-04,62259,26207,748
1732,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-05,53534,26278,753
1733,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-06,44810,26321,762
1734,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-07,36086,26373,770
1735,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-08,36963,26465,781
1736,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-09,58936,26524,788
1737,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-10,60098,26564,797
1738,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-11,52810,26607,803
1739,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-12,45522,26651,810
1740,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-13,38234,26692,816
1741,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-14,30946,26739,816
1742,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-15,29503,26778,824
1743,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-16,47845,26813,832
1744,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-17,54357,26861,837
1745,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-18,46627,26885,844
1746,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-19,38896,26898,849
1747,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-20,31166,26912,851
1748,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-21,23436,26942,854
1749,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-22,31595,26972,859
1750,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-23,42410,26980,861
1751,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-24,47634,27000,869
1752,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-25,40000,27016,870
1753,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-26,32366,27040,872
1754,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-27,24733,27044,875
1755,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-28,17099,27055,882
1756,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-29,26010,27078,886
1757,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-09-30,48071,27096,888
1758,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-01,42248,27109,890
1759,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-02,40668,27121,893
1760,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-03,39088,27135,894
1761,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-04,37508,27148,894
1762,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-05,35929,27173,895
1763,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-06,34349,27181,897
1764,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-07,32769,27206,897
1765,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-08,42837,27226,897
1766,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-09,38990,27244,897
1767,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-10,35142,27263,898
1768,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-11,31294,27285,898
1769,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-12,27447,27310,899
1770,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-13,27430,27337,904
1771,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-14,46502,27357,904
1772,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-15,43626,27371,904
1773,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-16,39554,27378,904
1774,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-17,35482,27390,904
1775,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-18,31410,27399,905
1776,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-19,27338,27405,905
1777,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-20,28873,27443,905
1778,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-21,45759,27458,905
1779,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-22,45818,27476,905
1780,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-23,42160,27495,905
1781,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-24,38502,27513,905
1782,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-25,34844,27525,905
1783,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-26,31186,27539,905
1784,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-27,31530,27553,907
1785,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-28,51683,27565,907
1786,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-29,50670,27579,907
1787,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-30,45556,27585,907
1788,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-10-31,40442,27595,907
1789,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-01,35329,27601,907
1790,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-02,30215,27610,907
1791,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-03,31770,27622,907
1792,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-04,46392,27630,907
1793,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-05,43579,27644,907
1794,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-06,39941,27652,907
1795,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-07,36302,27658,907
1796,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-08,32664,27665,907
1797,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-09,29026,27669,907
1798,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-10,33373,27671,907
1799,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-11,52406,27675,907
1800,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-12,55862,27676,907
1801,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-13,47504,27682,907
1802,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-14,39146,27711,907
1803,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-15,30788,27749,907
1804,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-16,22430,27758,907
1805,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-17,39581,27777,907
1806,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-18,56696,27785,907
1807,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-19,61101,27792,907
1808,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-20,53721,27806,907
1809,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-21,46340,27821,907
1810,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-22,38960,27834,907
1811,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-23,31580,27843,907
1812,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-24,34960,27853,907
1813,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-25,51998,27865,907
1814,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-26,44283,27873,907
1815,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-27,39268,27886,907
1816,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-28,34254,27892,907
1817,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-29,29239,27902,908
1818,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-11-30,24224,27912,908
1819,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-01,28191,27923,908
1820,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-02,27264,27939,908
1821,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-03,26338,27949,908
1822,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-04,25412,27956,908
1823,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-05,24485,27965,908
1824,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-06,23558,27972,908
1825,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-07,22632,27987,908
1826,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-08,22555,27993,908
1827,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-09,36826,28000,908
1828,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-10,37254,28011,908
1829,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-11,36354,28025,908
1830,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-12,35454,28030,908
1831,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-13,34554,28037,908
1832,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-14,33654,28048,908
1833,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-15,32754,28060,908
1834,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-16,31854,28072,908
1835,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-17,28715,28093,908
1836,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-18,39044,28126,908
1837,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-19,49374,28168,908
1838,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-20,59704,28198,908
1839,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-21,70033,28219,908
1840,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-22,76094,28237,908
1841,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-23,89673,28262,908
1842,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-24,77624,28274,908
1843,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-25,65575,28297,908
1844,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-26,53525,28308,908
1845,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-27,41476,28337,909
1846,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-28,29427,28349,909
1847,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-29,39311,28381,909
1848,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-30,40447,28405,909
1849,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2020-12-31,56285,28425,909
1850,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-01,61530,28460,909
1851,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-02,66776,28484,909
1852,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-03,72022,28504,909
1853,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-04,77267,28517,909
1854,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-05,84675,28536,909
1855,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-06,101274,28546,909
1856,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-07,87889,28571,909
1857,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-08,85341,28582,909
1858,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-09,82793,28595,909
1859,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-10,80245,28614,909
1860,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-11,77697,28634,909
1861,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-12,60177,28650,909
1862,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-13,69775,28660,909
1863,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-14,63170,28669,909
1864,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-15,57882,28689,909
1865,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-16,52595,28708,909
1866,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-17,47308,28721,909
1867,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-18,42020,28731,909
1868,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-19,40980,28740,909
1869,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-20,40384,28749,909
1870,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-21,39788,28755,909
1871,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-22,39191,28760,909
1872,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-23,38595,28766,909
1873,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-24,37999,28777,909
1874,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-25,37402,28780,909
1875,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-26,36806,28786,909
1876,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-27,36210,28794,909
1877,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-28,33864,28799,909
1878,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-29,32978,28806,909
1879,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-30,32092,28811,909
1880,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-01-31,31205,28818,909
1881,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-01,30319,28823,909
1882,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-02,36352,28829,909
1883,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-03,59220,28838,909
1884,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-04,59379,28842,909
1885,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-05,59537,28848,909
1886,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-06,59696,28851,909
1887,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-07,59854,28857,909
1888,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-08,60013,28860,909
1889,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-09,60172,28871,909
1890,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-10,60330,28879,909
1891,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-11,60489,28887,909
1892,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-12,61261,28892,909
1893,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-13,62032,28898,909
1894,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-14,62804,28900,909
1895,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-15,63576,28905,909
1896,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-16,54959,28911,909
1897,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-17,84860,28912,909
1898,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-18,73162,28918,909
1899,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-19,63997,28920,909
1900,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-20,54832,28926,909
1901,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-21,45666,28930,909
1902,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-22,36501,28937,909
1903,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-23,43521,28939,909
1904,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-24,56776,28947,909
1905,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-25,49940,28957,909
1906,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-26,50560,28965,909
1907,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-27,51180,28970,909
1908,Australia,Oceania,-25.27,133.78,22,3.84,3.5,55060.3,24598933,37,16,2021-02-28,51800,28978,909
1909,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-02-25,52420,2,856
1910,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-02-26,53040,2,802
1911,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-02-27,53661,3,749
1912,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-02-28,54281,3,695
1913,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-02-29,54901,9,642
1914,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-03-01,55521,14,589
1915,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-03-02,56140,18,535
1916,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-03-03,56758,21,482
1917,Austria,Europe,47.52,14.55,8,7.37,5.23,50137.7,8809212,44,19,2020-03-04,57376,29,428
