,Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
0,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-25,8,2,1
1,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-26,5,2,1
2,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-27,4,2,1
3,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-28,1,2,1
4,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-29,8,2,1
5,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-01,3,2,1
6,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-02,2,2,1
7,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-03,5,2,1
8,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-04,6,2,1
9,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-05,8,2,1
10,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-06,3,2,1
11,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-07,5,2,1
12,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-08,1,2,1
13,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-09,18,2,1
14,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-10,37,10,1
15,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-11,43,12,1
16,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-12,141,23,1
17,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-13,159,33,1
18,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-14,48,38,1
19,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-15,27,42,1
20,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-16,31,51,1
21,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-17,42,55,1
22,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-18,60,59,2
23,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-19,32,64,2
24,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-20,35,70,2
25,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-21,46,76,2
26,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-22,33,89,2
27,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-23,59,104,4
28,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-24,85,123,5
29,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-25,111,146,5
30,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-26,103,174,6
31,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-27,102,186,8
32,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-28,79,197,10
33,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-29,111,212,10
34,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-30,90,223,11
35,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-31,145,243,15
36,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-01,152,259,15
37,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-02,96,277,16
38,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-03,112,304,17
39,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-04,216,333,20
40,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-05,149,361,20
41,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-06,175,377,21
42,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-07,182,383,22
43,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-08,236,400,22
44,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-09,234,409,23
45,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-10,162,416,23
46,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-11,259,433,23
47,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-12,233,446,23
48,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-13,193,467,23
49,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-14,236,475,24
50,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-15,252,494,25
51,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-16,269,518,26
52,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-17,253,539,26
53,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-18,231,548,26
54,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-19,231,562,26
55,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-20,233,584,26
56,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-21,242,609,26
57,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-22,252,634,27
58,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-23,240,663,27
59,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-24,259,678,27
60,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-25,247,712,27
61,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-26,264,726,28
62,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-27,212,736,28
63,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-28,267,750,30
64,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-29,270,766,30
65,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-30,225,773,31
66,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-01,245,782,31
67,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-02,171,789,31
68,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-03,197,795,31
69,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-04,140,803,31
70,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-05,270,820,31
71,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-06,255,832,31
72,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-07,275,842,31
73,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-08,238,850,31
74,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-09,224,856,31
75,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-10,170,868,31
76,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-11,121,872,31
77,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-12,243,876,31
78,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-13,246,880,31
79,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-14,191,898,31
80,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-15,219,916,31
81,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-16,306,933,31
82,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-17,260,946,31
83,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-18,168,948,31
84,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-19,177,949,31
85,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-20,186,964,31
86,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-21,204,969,31
87,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-22,174,981,31
88,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-23,200,989,31
89,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-24,146,998,32
90,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-25,54,1004,32
91,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-26,173,1029,33
92,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-27,262,1050,33
93,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-28,225,1076,33
94,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-29,276,1099,33
95,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-30,229,1122,33
96,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-31,225,1137,33
97,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-01,102,1143,33
98,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-02,243,1164,33
99,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-03,297,1184,33
100,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-04,282,1197,33
101,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-05,162,1212,33
102,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-06,253,1232,34
103,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-07,193,1246,34
104,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-08,102,1263,34
105,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-09,359,1299,34
106,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-10,311,1341,34
107,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-11,291,1385,35
108,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-12,300,1416,36
109,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-13,270,1464,36
110,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-14,362,1521,36
111,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-15,319,1590,36
112,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-16,364,1672,37
113,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-17,333,1722,38
114,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-18,280,1788,39
115,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-19,330,1838,42
116,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-20,320,1891,43
117,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-21,327,1962,44
118,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-22,239,1995,44
119,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-23,328,2047,45
120,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-24,347,2114,47
121,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-25,344,2192,49
122,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-26,402,2269,51
123,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-27,355,2330,53
124,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-28,374,2402,55
125,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-29,371,2466,58
126,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-30,371,2535,62
127,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-01,269,2580,65
128,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-02,368,2662,69
129,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-03,362,2752,72
130,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-04,376,2819,74
131,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-05,392,2893,76
132,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-06,459,2964,79
133,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-07,409,3038,81
134,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-08,397,3106,83
135,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-09,401,3188,83
136,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-10,420,3278,85
137,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-11,420,3371,89
138,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-12,420,3454,93
139,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-13,585,3571,95
140,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-14,451,3667,97
141,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-15,361,3752,101
142,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-16,425,3851,104
143,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-17,431,3906,107
144,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-18,501,4008,111
145,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-19,331,4090,112
146,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-20,267,4171,113
147,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-21,482,4290,117
148,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-22,496,4358,120
149,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-23,477,4466,123
150,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-24,564,4570,128
151,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-25,304,4637,134
152,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-26,504,4763,138
153,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-27,500,4880,144
154,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-28,507,4997,148
155,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-29,502,5105,150
156,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-30,507,5197,154
157,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-31,500,5276,157
158,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-01,510,5396,161
159,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-02,474,5519,166
160,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-03,474,5620,172
161,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-04,546,5750,176
162,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-05,561,5889,182
163,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-06,531,6016,188
164,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-07,586,6151,189
165,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-08,500,6275,193
166,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-09,561,6411,199
167,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-10,506,6536,200
168,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-11,603,6676,205
169,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-12,625,6817,208
170,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-13,643,6971,213
171,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-14,639,7117,219
172,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-15,650,7260,225
173,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-16,626,7380,228
174,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-17,501,7499,230
175,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-18,932,7654,232
176,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-19,864,7812,234
177,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-20,847,7967,238
178,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-21,864,8119,240
179,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-22,837,8275,245
180,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-23,785,8427,250
181,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-24,947,8605,254
182,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-25,870,8759,259
183,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-26,878,8927,263
184,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-27,865,9083,266
185,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-28,801,9195,271
186,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-29,796,9279,275
187,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-30,803,9380,280
188,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-31,820,9513,284
189,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-01,812,9606,290
190,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-02,856,9728,296
191,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-03,835,9844,301
192,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-04,857,9967,306
193,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-05,860,10102,312
194,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-06,847,10255,316
195,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-07,824,10406,319
196,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-08,830,10553,321
197,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-09,852,10704,322
198,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-10,870,10860,324
199,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-11,875,11021,327
200,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-12,872,11185,330
201,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-13,877,11353,334
202,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-14,862,11520,338
203,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-15,810,11672,340
204,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-16,824,11816,343
205,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-17,817,11948,347
206,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-18,833,12073,353
207,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-19,836,12226,358
208,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-20,844,12385,362
209,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-21,809,12535,364
210,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-22,825,12666,367
211,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-23,887,12787,370
212,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-24,852,12921,370
213,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-25,808,13045,373
214,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-26,811,13153,375
215,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-27,832,13259,377
216,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-28,824,13391,380
217,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-29,820,13518,384
218,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-30,842,13649,387
219,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-01,1013,13806,388
220,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-02,1085,13965,389
221,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-03,1008,14117,392
222,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-04,963,14266,396
223,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-05,912,14410,400
224,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-06,905,14568,403
225,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-07,914,14730,407
226,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-08,971,14899,411
227,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-09,932,15066,413
228,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-10,960,15231,416
229,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-11,943,15399,420
230,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-12,952,15570,424
231,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-13,1055,15752,429
232,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-14,1351,15955,434
233,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-15,1398,16212,439
234,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-16,1402,16501,443
235,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-17,1289,16774,448
236,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-18,1276,17055,451
237,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-19,1413,17350,454
238,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-20,1407,17651,458
239,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-21,1375,17948,462
240,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-22,1405,18250,465
241,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-23,1412,18556,469
242,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-24,1329,18858,473
243,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-25,1315,19157,477
244,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-26,1304,19445,480
245,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-27,1278,19729,487
246,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-28,1397,20040,493
247,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-29,1422,20315,499
248,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-30,1534,20634,502
249,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-31,1260,20875,509
250,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-11-01,1472,21202,518
251,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-11-02,1446,21523,527
252,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-11-03,1684,21904,532
